                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.2306,                 1.3225,                 1.6124,                0.74587,                0.73786,                0.79888,                0.47082,                 1.3274,                 1.0117,                  1.678,               0.008878,               0.008878,               0.008878
                     36,                 1.2364,                 1.3016,                 1.6061,                0.78926,                0.72207,                0.78955,                0.46225,                 1.3387,                 1.0032,                  1.681,               0.008845,               0.008845,               0.008845
                     37,                 1.2214,                 1.3151,                 1.5961,                 0.7404,                0.74487,                0.79113,                0.46349,                 1.3195,                 1.0426,                 1.6496,               0.008812,               0.008812,               0.008812
                     38,                 1.2322,                 1.3089,                 1.6088,                0.77187,                0.72626,                0.80615,                0.48438,                 1.3092,                 1.0203,                 1.6567,               0.008779,               0.008779,               0.008779
                     39,                 1.1799,                 1.2408,                 1.5701,                 0.7861,                0.67458,                0.78488,                0.46728,                  1.337,                 1.0222,                 1.6606,               0.008746,               0.008746,               0.008746
                     40,                 1.2214,                 1.2695,                 1.6058,                0.79801,                0.71788,                0.79771,                0.47334,                 1.3246,                 1.0245,                 1.6735,               0.008713,               0.008713,               0.008713
                     41,                 1.1976,                 1.2596,                  1.584,                0.77893,                0.74798,                0.81078,                0.49685,                 1.2931,                0.95156,                 1.6357,                0.00868,                0.00868,                0.00868
                     42,                 1.2215,                 1.2825,                 1.5815,                 0.8211,                0.71156,                 0.8009,                0.48588,                 1.3107,                0.97205,                 1.6401,               0.008647,               0.008647,               0.008647
                     43,                  1.199,                 1.2512,                 1.5887,                0.79949,                0.72949,                 0.7981,                0.47904,                 1.3018,                 1.0007,                 1.6452,               0.008614,               0.008614,               0.008614
                     44,                 1.2032,                 1.2338,                 1.5765,                0.80588,                0.72476,                0.80892,                0.48579,                 1.2946,                0.94333,                 1.6136,               0.008581,               0.008581,               0.008581
                     45,                 1.1863,                 1.2448,                 1.5712,                0.76266,                0.77192,                0.81462,                0.49113,                 1.2899,                0.95943,                 1.6063,               0.008548,               0.008548,               0.008548
