                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    127,                0.90844,                0.88643,                 1.3452,                0.83573,                0.78073,                0.86171,                0.55388,                 1.1925,                0.78843,                 1.5352,               0.003763,               0.003763,               0.003763
                    128,                0.91709,                0.86593,                 1.3461,                0.82752,                0.80587,                0.86128,                0.55388,                 1.1826,                0.77938,                 1.5245,              0.0037135,              0.0037135,              0.0037135
                    129,                0.92478,                 0.8672,                 1.3571,                0.85581,                0.77925,                0.86431,                0.55255,                 1.1929,                0.76673,                 1.5421,               0.003664,               0.003664,               0.003664
                    130,                0.90273,                0.85476,                 1.3388,                0.86956,                0.75415,                0.85595,                0.54546,                 1.2114,                0.79022,                 1.5611,              0.0036145,              0.0036145,              0.0036145
                    131,                0.90484,                0.85673,                 1.3363,                0.83236,                0.78212,                0.86265,                0.55353,                 1.2014,                0.78248,                 1.5494,               0.003565,               0.003565,               0.003565
                    132,                  0.912,                0.86532,                 1.3445,                0.85985,                0.76676,                0.86624,                0.55502,                 1.1934,                0.76753,                 1.5431,              0.0035155,              0.0035155,              0.0035155
                    133,                0.89845,                0.84065,                 1.3321,                0.83027,                0.77885,                0.85824,                0.54976,                 1.1975,                0.78979,                 1.5524,               0.003466,               0.003466,               0.003466
                    134,                0.90206,                0.85626,                 1.3424,                 0.8192,                0.79609,                0.85289,                0.54698,                 1.1994,                0.79211,                 1.5361,              0.0034165,              0.0034165,              0.0034165
                    135,                0.89033,                0.84407,                 1.3247,                0.81125,                0.80726,                  0.858,                0.55542,                 1.1896,                0.77301,                 1.5353,               0.003367,               0.003367,               0.003367
                    136,                 0.8865,                0.83453,                 1.3207,                0.85115,                0.76667,                0.85516,                0.55491,                 1.2029,                0.77619,                  1.548,              0.0033175,              0.0033175,              0.0033175
                    137,                0.88514,                0.83038,                 1.3192,                 0.8406,                0.77793,                0.86203,                 0.5541,                 1.1997,                0.78959,                 1.5464,               0.003268,               0.003268,               0.003268
                    138,                0.89466,                0.82959,                 1.3279,                0.84285,                0.76407,                0.85909,                0.55132,                  1.197,                 0.7834,                 1.5405,              0.0032185,              0.0032185,              0.0032185
                    139,                0.90013,                0.83221,                 1.3336,                0.82294,                0.82263,                0.86302,                0.56052,                 1.1925,                0.75856,                 1.5414,               0.003169,               0.003169,               0.003169
                    140,                0.90047,                0.83719,                 1.3343,                0.82649,                0.81145,                0.86137,                0.55694,                 1.2029,                0.76429,                 1.5528,              0.0031195,              0.0031195,              0.0031195
                    141,                0.88224,                0.82025,                 1.3186,                0.82607,                0.80587,                0.86227,                0.56063,                  1.197,                0.76774,                 1.5506,                0.00307,                0.00307,                0.00307
                    142,                0.87258,                 0.8294,                 1.3173,                 0.8169,                0.82821,                0.86341,                0.55754,                  1.199,                0.76671,                 1.5576,              0.0030205,              0.0030205,              0.0030205
                    143,                0.87865,                0.82494,                 1.3132,                0.81762,                0.81704,                0.86048,                0.55824,                 1.1898,                0.77149,                 1.5449,               0.002971,               0.002971,               0.002971
                    144,                0.88802,                0.82713,                 1.3221,                0.85201,                0.79469,                0.86314,                 0.5575,                 1.1957,                0.75901,                 1.5503,              0.0029215,              0.0029215,              0.0029215
                    145,                0.87646,                 0.8097,                 1.3075,                0.82694,                0.79416,                0.85984,                0.55489,                 1.1958,                0.77759,                 1.5466,               0.002872,               0.002872,               0.002872
                    146,                0.86989,                   0.79,                 1.3068,                0.86311,                0.77095,                0.86566,                0.56214,                 1.1937,                0.76789,                 1.5375,              0.0028225,              0.0028225,              0.0028225
                    147,                0.87385,                0.82693,                 1.3097,                0.86554,                0.77793,                0.86425,                0.55934,                 1.1931,                0.77098,                 1.5329,               0.002773,               0.002773,               0.002773
                    148,                0.86941,                0.80529,                 1.3048,                0.85974,                0.77902,                0.86437,                0.56077,                 1.1912,                0.77184,                  1.536,              0.0027235,              0.0027235,              0.0027235
                    149,                0.86384,                0.81432,                 1.3038,                0.84068,                0.79589,                0.86166,                0.56058,                 1.1911,                0.77288,                 1.5425,               0.002674,               0.002674,               0.002674
                    150,                0.86885,                 0.8101,                 1.3084,                0.84572,                0.79626,                0.86239,                0.56222,                 1.1942,                 0.7766,                 1.5486,              0.0026245,              0.0026245,              0.0026245
                    151,                 0.8613,                0.79629,                 1.3042,                0.88646,                0.76397,                0.86623,                0.56346,                 1.1929,                0.77517,                 1.5438,               0.002575,               0.002575,               0.002575
