                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    126,                0.99614,                0.96584,                 1.3704,                 0.8385,                0.80488,                0.87231,                0.56808,                  1.166,                0.72618,                   1.46,               0.005875,               0.005875,               0.005875
                    127,                0.98636,                0.98095,                 1.3702,                0.80485,                0.84078,                0.87266,                0.56971,                 1.1686,                0.72636,                 1.4657,               0.005842,               0.005842,               0.005842
                    128,                 1.0017,                0.97934,                 1.3774,                0.85467,                0.78492,                0.86236,                0.56177,                 1.1821,                0.73766,                 1.4751,               0.005809,               0.005809,               0.005809
                    129,                 1.0051,                0.97334,                  1.381,                0.83878,                0.81983,                0.87239,                0.56977,                 1.1614,                0.70775,                  1.457,               0.005776,               0.005776,               0.005776
                    130,                0.97916,                0.95096,                 1.3624,                0.85938,                0.79383,                0.86804,                0.56703,                 1.1644,                0.71805,                 1.4601,               0.005743,               0.005743,               0.005743
                    131,                0.99286,                0.94735,                 1.3694,                0.82782,                 0.8338,                0.87215,                0.56987,                 1.1651,                0.71418,                 1.4629,                0.00571,                0.00571,                0.00571
                    132,                0.99201,                0.97006,                 1.3705,                0.83521,                0.81704,                0.87452,                0.56881,                 1.1636,                0.72114,                 1.4588,               0.005677,               0.005677,               0.005677
                    133,                0.98272,                0.95008,                 1.3626,                0.85341,                0.80447,                0.87756,                0.57347,                 1.1669,                0.71115,                 1.4603,               0.005644,               0.005644,               0.005644
                    134,                0.99143,                0.95599,                 1.3739,                0.83208,                0.80971,                0.87205,                0.56293,                 1.1809,                0.72327,                 1.4726,               0.005611,               0.005611,               0.005611
                    135,                0.98289,                0.95225,                 1.3613,                0.81953,                0.84358,                0.87221,                0.57099,                 1.1606,                0.71237,                 1.4574,               0.005578,               0.005578,               0.005578
                    136,                0.96986,                0.94431,                  1.351,                0.81829,                0.85335,                0.88246,                0.57212,                 1.1663,                0.71229,                 1.4636,               0.005545,               0.005545,               0.005545
                    137,                0.98112,                0.93558,                 1.3604,                0.84824,                0.79624,                 0.8728,                0.57027,                  1.154,                0.71809,                 1.4593,               0.005512,               0.005512,               0.005512
                    138,                0.98043,                0.93565,                 1.3587,                0.86136,                0.79834,                 0.8708,                0.56911,                 1.1612,                0.71772,                 1.4656,               0.005479,               0.005479,               0.005479
                    139,                0.98942,                0.94148,                 1.3656,                0.85181,                0.81884,                0.87363,                0.57431,                  1.151,                0.71454,                 1.4446,               0.005446,               0.005446,               0.005446
                    140,                0.98595,                0.94576,                  1.364,                0.86437,                0.80996,                0.87646,                0.57673,                 1.1573,                0.70494,                 1.4511,               0.005413,               0.005413,               0.005413
                    141,                0.96631,                0.92787,                 1.3455,                 0.8347,                0.83799,                0.88372,                0.58084,                 1.1513,                0.70516,                 1.4491,                0.00538,                0.00538,                0.00538
                    142,                0.95698,                0.93331,                 1.3383,                0.84403,                0.82682,                 0.8818,                0.57611,                 1.1427,                 0.7085,                 1.4436,               0.005347,               0.005347,               0.005347
                    143,                0.97465,                 0.9291,                 1.3504,                0.85618,                0.81983,                0.88371,                0.57702,                 1.1397,                0.70419,                 1.4387,               0.005314,               0.005314,               0.005314
                    144,                0.97604,                0.93415,                 1.3528,                0.86171,                0.80866,                0.87659,                0.57739,                 1.1515,                0.70803,                 1.4493,               0.005281,               0.005281,               0.005281
                    145,                0.97051,                0.92088,                  1.342,                0.87329,                0.77966,                0.87307,                0.57342,                 1.1499,                0.70287,                 1.4572,               0.005248,               0.005248,               0.005248
                    146,                0.95824,                0.90473,                 1.3408,                0.83659,                 0.8324,                0.88119,                0.58267,                 1.1543,                0.70248,                 1.4519,               0.005215,               0.005215,               0.005215
